Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01999,000000,Sub-District - Khliehriat,Rural,14424,5947,2631,5179,136,1048,155,7309,111,247,230,1851,253,5097,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01999,000000,Sub-District - Khliehriat,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,02000,000000,Sub-District - Saipung,Total,5935,1639,802,1124,14,478,29,2447,36,89,97,493,10,2388,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,02000,000000,Sub-District - Saipung,Rural,5935,1639,802,1124,14,478,29,2447,36,89,97,493,10,2388,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,02000,000000,Sub-District - Saipung,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,000,00000,000000,STATE - ASSAM,Total,6367295,2807169,1404752,1751229,100173,493311,137261,2766506,143790,3504408,646410,239904,164319,1499816,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,000,00000,000000,STATE - ASSAM,Rural,5374553,2060792,1173055,1078598,36360,348381,92810,2078527,75083,3059894,407519,114360,52784,1407400,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,000,00000,000000,STATE - ASSAM,Urban,992742,746377,231697,672631,63813,144930,44451,687979,68707,444514,238891,125544,111535,92416,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,00000,000000,District - Kokrajhar,Total,180071,60687,17083,32320,1218,12845,2751,70925,2227,115712,12191,2996,2167,40715,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,00000,000000,District - Kokrajhar,Rural,168278,51147,16391,23891,716,11160,2385,62223,1424,108866,9374,1977,1155,39764,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,00000,000000,District - Kokrajhar,Urban,11793,9540,692,8429,502,1685,366,8702,803,6846,2817,1019,1012,951,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02001,000000,Sub-District - Gossaigaon (Pt),Total,53764,14666,4529,8365,304,4566,871,18302,487,35023,3258,738,493,12733,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02001,000000,Sub-District - Gossaigaon (Pt),Rural,50436,12100,4399,6167,227,4126,823,15775,404,32915,2434,482,308,12371,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02001,000000,Sub-District - Gossaigaon (Pt),Urban,3328,2566,130,2198,77,440,48,2527,83,2108,824,256,185,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02001,801546,Gossaigaon (TC),Urban,1951,1580,59,1439,27,179,9,1610,48,1296,477,141,81,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02001,279898,Padmabil (CT),Urban,1377,986,71,759,50,261,39,917,35,812,347,115,104,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02002,000000,Sub-District - Bhowraguri,Total,15826,3353,1434,1693,41,745,156,6569,140,10095,679,110,49,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02002,000000,Sub-District - Bhowraguri,Rural,15826,3353,1434,1693,41,745,156,6569,140,10095,679,110,49,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02002,000000,Sub-District - Bhowraguri,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02003,000000,Sub-District - Dotoma,Total,29485,10452,2647,5647,132,2016,464,13364,287,19489,2153,454,243,5984,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02003,000000,Sub-District - Dotoma,Rural,29485,10452,2647,5647,132,2016,464,13364,287,19489,2153,454,243,5984,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02003,000000,Sub-District - Dotoma,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02004,000000,Sub-District - Kokrajhar (Pt),Total,51214,23104,5667,14066,704,3959,1085,23138,1084,35546,5099,1528,1308,8024,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02004,000000,Sub-District - Kokrajhar (Pt),Rural,42749,16130,5105,7835,279,2714,767,16963,364,30808,3106,765,481,7435,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02004,000000,Sub-District - Kokrajhar (Pt),Urban,8465,6974,562,6231,425,1245,318,6175,720,4738,1993,763,827,589,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02004,801547,Kokrajhar (MB),Urban,7449,6372,498,5725,395,1092,173,5650,704,4080,1854,728,766,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02004,280388,Salakati (CT),Urban,1016,602,64,506,30,153,145,525,16,658,139,35,61,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02007,000000,Sub-District - Golokganj (Pt),Total,5929,1597,522,483,1,462,25,1552,34,3044,167,21,10,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02007,000000,Sub-District - Golokganj (Pt),Rural,5929,1597,522,483,1,462,25,1552,34,3044,167,21,10,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02007,000000,Sub-District - Golokganj (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02008,000000,Sub-District - Dhubri (Pt),Total,6837,1873,749,857,11,291,57,2554,32,3690,306,55,29,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02008,000000,Sub-District - Dhubri (Pt),Rural,6837,1873,749,857,11,291,57,2554,32,3690,306,55,29,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02008,000000,Sub-District - Dhubri (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02005,000000,Sub-District - Bagribari (Pt),Total,10921,2592,1079,1003,24,575,80,3650,88,5860,368,63,32,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02005,000000,Sub-District - Bagribari (Pt),Rural,10921,2592,1079,1003,24,575,80,3650,88,5860,368,63,32,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02005,000000,Sub-District - Bagribari (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02009,000000,Sub-District - Bilasipara (Pt),Total,1866,641,131,87,NA,58,3,745,25,1038,52,5,1,590,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02009,000000,Sub-District - Bilasipara (Pt),Rural,1866,641,131,87,NA,58,3,745,25,1038,52,5,1,590,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02009,000000,Sub-District - Bilasipara (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02010,000000,Sub-District - Chapar (Pt),Total,4229,2409,325,119,1,173,10,1051,50,1927,109,22,2,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02010,000000,Sub-District - Chapar (Pt),Rural,4229,2409,325,119,1,173,10,1051,50,1927,109,22,2,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,300,02010,000000,Sub-District - Chapar (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,00000,000000,District - Dhubri,Total,414689,96653,31649,44414,1828,24435,3415,129839,5815,139403,15757,3672,2170,191852,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,00000,000000,District - Dhubri,Rural,370734,71696,27878,22869,861,20025,2644,104315,3571,122267,11100,2059,821,181238,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,00000,000000,District - Dhubri,Urban,43955,24957,3771,21545,967,4410,771,25524,2244,17136,4657,1613,1349,10614,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02001,000000,Sub-District - Gossaigaon (Pt),Total,10739,2997,670,1302,36,380,113,2888,102,5713,471,88,31,3883,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02001,000000,Sub-District - Gossaigaon (Pt),Rural,10739,2997,670,1302,36,380,113,2888,102,5713,471,88,31,3883,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02001,000000,Sub-District - Gossaigaon (Pt),Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02006,000000,Sub-District - Agamoni,Total,40780,9158,2510,3370,170,1801,329,10047,431,19072,1528,365,134,16793,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02006,000000,Sub-District - Agamoni,Rural,40780,9158,2510,3370,170,1801,329,10047,431,19072,1528,365,134,16793,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02006,000000,Sub-District - Agamoni,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02007,000000,Sub-District - Golokganj (Pt),Total,41289,9711,2152,3457,58,2841,243,11368,268,15590,1195,246,113,19189,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02007,000000,Sub-District - Golokganj (Pt),Rural,39438,8620,2061,2706,48,2756,222,10551,179,15010,1099,211,93,18505,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02007,000000,Sub-District - Golokganj (Pt),Urban,1851,1091,91,751,10,85,21,817,89,580,96,35,20,684,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02007,280885,Golokganj (CT),Urban,1851,1091,91,751,10,85,21,817,89,580,96,35,20,684,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,000000,Sub-District - Dhubri (Pt),Total,85676,26726,5606,17910,852,6936,1015,33618,1957,30418,5245,1441,1238,33509,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,000000,Sub-District - Dhubri (Pt),Rural,65277,13261,3775,5580,175,4151,538,20576,496,22261,2403,421,240,30017,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,000000,Sub-District - Dhubri (Pt),Urban,20399,13465,1831,12330,677,2785,477,13042,1461,8157,2842,1020,998,3492,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,801548,Gauripur (TC),Urban,5243,3521,669,3347,191,692,113,3579,433,2357,820,297,292,752,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,801549,Dhubri (MB),Urban,13333,9186,1071,8462,475,1983,332,8506,1016,5067,1853,673,678,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02008,281039,Jhagra Pt.III (CT),Urban,1823,758,91,521,11,110,32,957,12,733,169,50,28,607,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02005,000000,Sub-District - Bagribari (Pt),Total,29007,4977,2581,1705,55,1934,138,8379,372,8157,671,91,57,14832,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02005,000000,Sub-District - Bagribari (Pt),Rural,26307,3171,2277,294,26,1749,115,6606,250,6699,417,36,10,14350,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02005,000000,Sub-District - Bagribari (Pt),Urban,2700,1806,304,1411,29,185,23,1773,122,1458,254,55,47,482,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02005,801550,Sapatgram (TC),Urban,2700,1806,304,1411,29,185,23,1773,122,1458,254,55,47,482,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02009,000000,Sub-District - Bilasipara (Pt),Total,54828,19589,4524,7145,202,2560,477,22128,987,25319,2618,495,250,19002,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02009,000000,Sub-District - Bilasipara (Pt),Rural,46184,15064,3880,3296,103,2032,346,16958,655,21269,1793,241,99,17111,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02009,000000,Sub-District - Bilasipara (Pt),Urban,8644,4525,644,3849,99,528,131,5170,332,4050,825,254,151,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02009,801551,Bilasipara (TC),Urban,8179,4394,607,3770,99,525,130,5007,332,3854,791,247,150,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02009,281338,Anand Nagar (CT),Urban,465,131,37,79,NA,3,1,163,NA,196,34,7,1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02010,000000,Sub-District - Chapar (Pt),Total,27528,9132,4303,3158,105,1180,257,10601,383,13172,1137,371,113,8917,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02010,000000,Sub-District - Chapar (Pt),Rural,23204,6808,3755,1682,74,991,220,8110,295,11139,734,209,55,7841,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02010,000000,Sub-District - Chapar (Pt),Urban,4324,2324,548,1476,31,189,37,2491,88,2033,403,162,58,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02010,801552,Chapar (TC),Urban,4324,2324,548,1476,31,189,37,2491,88,2033,403,162,58,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02011,000000,Sub-District - South Salmara,Total,51969,5890,4947,897,72,2758,403,15247,404,12777,1245,118,39,27956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02011,000000,Sub-District - South Salmara,Rural,51969,5890,4947,897,72,2758,403,15247,404,12777,1245,118,39,27956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02011,000000,Sub-District - South Salmara,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02012,000000,Sub-District - Mankachar,Total,72873,8473,4356,5470,278,4045,440,15563,911,9185,1647,457,195,47771,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02012,000000,Sub-District - Mankachar,Rural,66836,6727,4003,3742,157,3407,358,13332,759,8327,1410,370,120,44782,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02012,000000,Sub-District - Mankachar,Urban,6037,1746,353,1728,121,638,82,2231,152,858,237,87,75,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,301,02012,281759,Mankachar (CT),Urban,6037,1746,353,1728,121,638,82,2231,152,858,237,87,75,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,00000,000000,District - Goalpara,Total,197545,65703,42290,42628,1364,12160,2747,87967,2916,113964,15292,4112,2183,47578,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,00000,000000,District - Goalpara,Rural,168874,50603,38168,29349,720,9359,2178,70741,1795,100132,10695,2431,880,42285,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,00000,000000,District - Goalpara,Urban,28671,15100,4122,13279,644,2801,569,17226,1121,13832,4597,1681,1303,5293,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02013,000000,Sub-District - Lakhipur,Total,53217,10519,7062,4640,160,3522,653,19742,611,23688,2636,538,191,19370,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02013,000000,Sub-District - Lakhipur,Rural,48799,8903,6387,3390,129,3310,619,17515,450,21584,2151,418,119,18077,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02013,000000,Sub-District - Lakhipur,Urban,4418,1616,675,1250,31,212,34,2227,161,2104,485,120,72,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02013,801553,Lakhipur (TC),Urban,2931,1517,501,1144,29,132,24,1722,145,1641,396,100,66,610,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02013,282027,Nidanpur Pt-II (CT),Urban,1487,99,174,106,2,80,10,505,16,463,89,20,6,683,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,000000,Sub-District - Balijana,Total,54889,18554,8745,15224,521,3915,859,27776,1068,31063,5989,1588,1089,11538,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,000000,Sub-District - Balijana,Rural,38822,9350,6992,6996,176,2159,524,17823,386,24076,2967,555,225,8783,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,000000,Sub-District - Balijana,Urban,16067,9204,1753,8228,345,1756,335,9953,682,6987,3022,1033,864,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,801554,Goalpara (MB),Urban,11825,7751,1304,7276,321,1316,303,8015,603,5062,2748,983,827,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,282248,Gobindapur (CT),Urban,2279,339,177,259,7,297,13,850,44,981,101,23,6,749,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02014,282249,Bhalukdubi (CT),Urban,1963,1114,272,693,17,143,19,1088,35,944,173,27,31,396,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,000000,Sub-District - Matia,Total,50603,19389,11614,10090,182,2854,700,21335,582,31308,3260,711,292,11277,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,000000,Sub-District - Matia,Rural,45681,17262,10803,8325,120,2311,580,18481,506,28647,2898,575,203,10348,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,000000,Sub-District - Matia,Urban,4922,2127,811,1765,62,543,120,2854,76,2661,362,136,89,929,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,282403,Kharijapikon (CT),Urban,1139,555,248,640,31,274,45,808,46,514,145,62,62,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,282404,Salpara Molandubi Pt.-I (CT),Urban,2354,1126,361,940,16,212,45,1393,15,1350,181,68,26,416,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02015,282405,Asudubi (CT),Urban,1429,446,202,185,15,57,30,653,15,797,36,6,1,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,000000,Sub-District - Dudhnai,Total,16368,7872,5234,6970,301,830,224,8610,374,11981,1942,824,432,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,000000,Sub-District - Dudhnai,Rural,13104,5719,4351,4934,95,540,144,6418,172,9901,1214,432,154,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,000000,Sub-District - Dudhnai,Urban,3264,2153,883,2036,206,290,80,2192,202,2080,728,392,278,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,282470,Damara Patpara (CT),Urban,934,498,330,459,47,74,39,536,55,594,130,40,29,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,282471,Thekashu Pt-I (CT),Urban,1028,683,396,697,137,132,34,726,92,641,354,243,183,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02016,282472,Thekashu Pt.-II (CT),Urban,1302,972,157,880,22,84,7,930,55,845,244,109,66,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02017,000000,Sub-District - Rangjuli,Total,22468,9369,9635,5704,200,1039,311,10504,281,15924,1465,451,179,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02017,000000,Sub-District - Rangjuli,Rural,22468,9369,9635,5704,200,1039,311,10504,281,15924,1465,451,179,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,302,02017,000000,Sub-District - Rangjuli,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,00000,000000,District - Barpeta,Total,338472,124857,66059,55319,2078,23208,4125,143945,3629,181352,24913,5560,3522,99205,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,00000,000000,District - Barpeta,Rural,306688,102396,59482,36199,1232,20042,3276,121383,2472,163180,18843,3504,1781,95420,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,00000,000000,District - Barpeta,Urban,31784,22461,6577,19120,846,3166,849,22562,1157,18172,6070,2056,1741,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,000000,Sub-District - Barnagar (Pt),Total,49022,21608,7659,13891,589,3538,663,25365,806,27834,4553,1113,872,11039,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,000000,Sub-District - Barnagar (Pt),Rural,36173,13018,6451,6309,179,2286,392,16232,251,21091,2319,428,221,9408,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,000000,Sub-District - Barnagar (Pt),Urban,12849,8590,1208,7582,410,1252,271,9133,555,6743,2234,685,651,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,801555,Barpeta Road (MB),Urban,7656,5754,695,5108,345,907,200,5883,447,3852,1580,529,539,644,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,801556,Sarbhog (TC),Urban,1826,1273,289,1139,29,152,22,1332,44,1168,315,81,62,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,282691,Uttar Athiabari (CT),Urban,1280,738,67,678,20,77,22,815,43,609,191,40,33,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02018,282692,Khaira Bari (CT),Urban,2087,825,157,657,16,116,27,1103,21,1114,148,35,17,525,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02019,000000,Sub-District - Kalgachia,Total,36463,5690,5125,1683,99,2074,324,13475,231,16969,1513,245,110,13518,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02019,000000,Sub-District - Kalgachia,Rural,36463,5690,5125,1683,99,2074,324,13475,231,16969,1513,245,110,13518,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02019,000000,Sub-District - Kalgachia,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02020,000000,Sub-District - Baghbor,Total,58413,9245,8883,2392,119,4514,388,19083,394,25168,2040,267,98,23016,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02020,000000,Sub-District - Baghbor,Rural,58413,9245,8883,2392,119,4514,388,19083,394,25168,2040,267,98,23016,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02020,000000,Sub-District - Baghbor,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02021,000000,Sub-District - Chenga,Total,27978,6684,4860,2261,72,1379,252,7130,155,10064,1077,261,81,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02021,000000,Sub-District - Chenga,Rural,26315,5403,4554,1625,62,1344,229,6270,118,9392,964,208,69,12961,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02021,000000,Sub-District - Chenga,Urban,1663,1281,306,636,10,35,23,860,37,672,113,53,12,479,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02021,283005,Bohari (CT),Urban,1663,1281,306,636,10,35,23,860,37,672,113,53,12,479,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02022,000000,Sub-District - Barpeta,Total,73336,27875,13872,15319,485,4804,916,34581,778,37458,6164,1717,1030,20738,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02022,000000,Sub-District - Barpeta,Rural,60307,18644,10405,7148,212,3537,532,25072,467,29676,3532,765,342,19341,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02022,000000,Sub-District - Barpeta,Urban,13029,9231,3467,8171,273,1267,384,9509,311,7782,2632,952,688,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02022,801557,Barpeta (MB),Urban,9291,6917,2727,6369,204,632,235,7031,221,5974,2074,755,512,897,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02022,801558,Howli (TC),Urban,3738,2314,740,1802,69,635,149,2478,90,1808,558,197,176,500,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02023,000000,Sub-District - Sarthebari,Total,39098,19520,9552,4478,205,3110,515,16061,364,23280,2326,447,206,9790,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02023,000000,Sub-District - Sarthebari,Rural,37609,18528,8891,3743,165,3033,495,15029,345,22229,2111,392,175,9622,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02023,000000,Sub-District - Sarthebari,Urban,1489,992,661,735,40,77,20,1032,19,1051,215,55,31,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02023,801559,Sarthebari (TC),Urban,1489,992,661,735,40,77,20,1032,19,1051,215,55,31,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02024,000000,Sub-District - Bajali (Pt),Total,22877,17353,8294,10047,356,2014,589,15012,628,18904,4635,1035,888,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02024,000000,Sub-District - Bajali (Pt),Rural,20123,14986,7359,8051,243,1479,438,12984,393,16980,3759,724,529,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02024,000000,Sub-District - Bajali (Pt),Urban,2754,2367,935,1996,113,535,151,2028,235,1924,876,311,359,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,18,303,02024,801560,Pathsala (TC),Urban,2754,2367,935,1996,113,535,151,2028,235,1924,876,311,359,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
