Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02780,000000,Sub-District - Govindpur,Rural,14068,5367,1323,2828,54,310,104,4671,172,10366,1536,171,103,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02780,000000,Sub-District - Govindpur,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02781,000000,Sub-District - Mahulpalli,Total,19328,9187,1794,3219,38,354,233,5307,214,15009,2205,227,77,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02781,000000,Sub-District - Mahulpalli,Rural,19328,9187,1794,3219,38,354,233,5307,214,15009,2205,227,77,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02781,000000,Sub-District - Mahulpalli,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02782,000000,Sub-District - Kochinda,Total,21572,9706,1480,5525,128,385,304,6591,436,16133,3243,332,253,3938,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02782,000000,Sub-District - Kochinda,Rural,17622,7544,1207,3399,39,249,221,4582,159,13311,2042,163,85,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02782,000000,Sub-District - Kochinda,Urban,3950,2162,273,2126,89,136,83,2009,277,2822,1201,169,168,511,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02782,801809,Kochinda (NAC),Urban,3950,2162,273,2126,89,136,83,2009,277,2822,1201,169,168,511,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02783,000000,Sub-District - Katarbaga,Total,7722,3088,434,1689,12,85,65,2347,62,5797,820,54,20,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02783,000000,Sub-District - Katarbaga,Rural,7722,3088,434,1689,12,85,65,2347,62,5797,820,54,20,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02783,000000,Sub-District - Katarbaga,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02784,000000,Sub-District - Thelkoloi  ,Total,6542,3151,248,2155,90,185,56,2511,92,4879,1071,157,138,909,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02784,000000,Sub-District - Thelkoloi  ,Rural,6542,3151,248,2155,90,185,56,2511,92,4879,1071,157,138,909,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02784,000000,Sub-District - Thelkoloi  ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02785,000000,Sub-District - Rengali ,Total,6359,2801,318,2475,101,312,148,2640,166,4468,1056,146,152,991,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02785,000000,Sub-District - Rengali ,Rural,3869,1580,144,1329,20,70,91,1463,46,2940,526,67,17,578,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02785,000000,Sub-District - Rengali ,Urban,2490,1221,174,1146,81,242,57,1177,120,1528,530,79,135,413,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02785,381702,Rengali (CT)   ,Urban,2490,1221,174,1146,81,242,57,1177,120,1528,530,79,135,413,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02786,000000,Sub-District - Sasan,Total,15203,4802,613,4378,83,400,212,4181,211,10654,1842,210,99,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02786,000000,Sub-District - Sasan,Rural,15203,4802,613,4378,83,400,212,4181,211,10654,1842,210,99,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02786,000000,Sub-District - Sasan,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02787,000000,Sub-District - Hirakud,Total,8736,4958,444,5668,288,423,149,4806,474,6810,2507,288,457,853,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02787,000000,Sub-District - Hirakud,Rural,1669,520,44,562,5,23,13,513,19,1267,232,30,10,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02787,000000,Sub-District - Hirakud,Urban,7067,4438,400,5106,283,400,136,4293,455,5543,2275,258,447,546,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02787,801810,Hirakud (NAC),Urban,7067,4438,400,5106,283,400,136,4293,455,5543,2275,258,447,546,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02788,000000,Sub-District - Burla,Total,19579,11077,1167,11175,797,1021,490,8918,1157,13374,5436,932,1350,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02788,000000,Sub-District - Burla,Rural,9212,3748,321,3573,48,141,119,3020,149,5648,1355,133,79,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02788,000000,Sub-District - Burla,Urban,10367,7329,846,7602,749,880,371,5898,1008,7726,4081,799,1271,926,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02788,801811,Burla (NAC),Urban,10367,7329,846,7602,749,880,371,5898,1008,7726,4081,799,1271,926,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02789,000000,Sub-District - Dhanupali,Total,1828,880,112,963,13,57,26,893,59,1334,450,32,39,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02789,000000,Sub-District - Dhanupali,Rural,1828,880,112,963,13,57,26,893,59,1334,450,32,39,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02789,000000,Sub-District - Dhanupali,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02790,000000,Sub-District - Ainthapali,Total,2948,1494,131,1473,91,146,85,1274,123,1960,771,99,158,571,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02790,000000,Sub-District - Ainthapali,Rural,2948,1494,131,1473,91,146,85,1274,123,1960,771,99,158,571,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02790,000000,Sub-District - Ainthapali,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02791,000000,Sub-District - Sadar,Total,11416,5506,613,4236,61,279,156,4047,247,8049,1878,159,98,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02791,000000,Sub-District - Sadar,Rural,11416,5506,613,4236,61,279,156,4047,247,8049,1878,159,98,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02791,000000,Sub-District - Sadar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02792,000000,Sub-District - Jamankira,Total,14693,6869,1030,2350,39,282,113,3947,142,10169,1308,116,48,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02792,000000,Sub-District - Jamankira,Rural,14693,6869,1030,2350,39,282,113,3947,142,10169,1308,116,48,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02792,000000,Sub-District - Jamankira,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02793,000000,Sub-District - Kisinda,Total,4667,2016,438,298,2,170,28,916,19,3131,245,8,7,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02793,000000,Sub-District - Kisinda,Rural,4667,2016,438,298,2,170,28,916,19,3131,245,8,7,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02793,000000,Sub-District - Kisinda,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02794,000000,Sub-District - Jujomura,Total,13423,6948,1227,1885,22,270,113,3056,119,9465,947,114,15,3155,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02794,000000,Sub-District - Jujomura,Rural,13423,6948,1227,1885,22,270,113,3056,119,9465,947,114,15,3155,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02794,000000,Sub-District - Jujomura,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02795,000000,Sub-District - Dhama,Total,11413,5467,432,2843,37,289,114,2866,176,6802,1148,76,59,3713,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02795,000000,Sub-District - Dhama,Rural,11413,5467,432,2843,37,289,114,2866,176,6802,1148,76,59,3713,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02795,000000,Sub-District - Dhama,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02796,000000,Sub-District - Charamal,Total,7147,3640,700,838,9,136,66,1600,60,5069,526,33,12,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02796,000000,Sub-District - Charamal,Rural,7147,3640,700,838,9,136,66,1600,60,5069,526,33,12,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02796,000000,Sub-District - Charamal,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02797,000000,Sub-District - Rairakhol,Total,12975,7102,1196,2624,68,281,77,4128,171,9139,1601,148,125,2788,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02797,000000,Sub-District - Rairakhol,Rural,9270,4752,961,883,12,150,41,2097,60,6685,640,31,17,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02797,000000,Sub-District - Rairakhol,Urban,3705,2350,235,1741,56,131,36,2031,111,2454,961,117,108,696,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02797,801812,Redhakhol (NAC),Urban,3705,2350,235,1741,56,131,36,2031,111,2454,961,117,108,696,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02798,000000,Sub-District - Naktideul,Total,6918,2620,546,908,10,72,63,1604,67,4293,621,55,13,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02798,000000,Sub-District - Naktideul,Rural,6918,2620,546,908,10,72,63,1604,67,4293,621,55,13,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02798,000000,Sub-District - Naktideul,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02799,000000,Sub-District - Sambalpur (M),Total,42292,31142,4424,33528,3288,3833,1741,25448,4461,29664,18451,2589,5458,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02799,000000,Sub-District - Sambalpur (M),Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02799,000000,Sub-District - Sambalpur (M),Urban,42292,31142,4424,33528,3288,3833,1741,25448,4461,29664,18451,2589,5458,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,372,02799,801813,Sambalpur (M + OG),Urban,42292,31142,4424,33528,3288,3833,1741,25448,4461,29664,18451,2589,5458,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,00000,000000,District - Debagarh,Total,75942,31645,6087,10554,825,2422,1500,16773,775,40025,7347,1033,462,26973,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,00000,000000,District - Debagarh,Rural,70511,28480,5513,7663,675,2196,1365,14117,494,37163,5794,814,259,25660,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,00000,000000,District - Debagarh,Urban,5431,3165,574,2891,150,226,135,2656,281,2862,1553,219,203,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02800,000000,Sub-District - Debagarh,Total,26441,12539,2617,5233,460,1013,706,6580,468,14028,3286,525,286,8632,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02800,000000,Sub-District - Debagarh,Rural,21010,9374,2043,2342,310,787,571,3924,187,11166,1733,306,83,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02800,000000,Sub-District - Debagarh,Urban,5431,3165,574,2891,150,226,135,2656,281,2862,1553,219,203,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02800,801814,Debagarh (M),Urban,5431,3165,574,2891,150,226,135,2656,281,2862,1553,219,203,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02801,000000,Sub-District - Barkot,Total,18980,5128,1053,2061,156,541,325,3687,150,8750,1569,192,73,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02801,000000,Sub-District - Barkot,Rural,18980,5128,1053,2061,156,541,325,3687,150,8750,1569,192,73,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02801,000000,Sub-District - Barkot,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02802,000000,Sub-District - Kundheigola,Total,12077,4779,1112,1251,55,412,221,2735,47,7096,1106,111,41,3862,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02802,000000,Sub-District - Kundheigola,Rural,12077,4779,1112,1251,55,412,221,2735,47,7096,1106,111,41,3862,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02802,000000,Sub-District - Kundheigola,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02803,000000,Sub-District - Reamal,Total,18444,9199,1305,2009,154,456,248,3771,110,10151,1386,205,62,6540,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02803,000000,Sub-District - Reamal,Rural,18444,9199,1305,2009,154,456,248,3771,110,10151,1386,205,62,6540,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,373,02803,000000,Sub-District - Reamal,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,00000,000000,District - Sundargarh,Total,473293,270108,58867,164585,12787,22237,9691,191015,13721,341323,102703,14641,20964,75680,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,00000,000000,District - Sundargarh,Rural,310762,149875,29019,48045,1629,8491,3697,84502,2986,221400,30954,3334,1651,64479,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,00000,000000,District - Sundargarh,Urban,162531,120233,29848,116540,11158,13746,5994,106513,10735,119923,71749,11307,19313,11201,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02804,000000,Sub-District - Hemgir,Total,20727,9405,2014,4541,149,570,208,6101,246,14201,3043,346,208,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02804,000000,Sub-District - Hemgir,Rural,20727,9405,2014,4541,149,570,208,6101,246,14201,3043,346,208,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02804,000000,Sub-District - Hemgir,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02805,000000,Sub-District - Lephripara,Total,17872,7853,919,3794,88,267,77,5077,184,12366,2297,190,122,4176,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02805,000000,Sub-District - Lephripara,Rural,17872,7853,919,3794,88,267,77,5077,184,12366,2297,190,122,4176,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02805,000000,Sub-District - Lephripara,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02806,000000,Sub-District - Bhasma,Total,11326,5553,553,3067,70,295,208,4061,162,8709,1940,198,126,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02806,000000,Sub-District - Bhasma,Rural,11326,5553,553,3067,70,295,208,4061,162,8709,1940,198,126,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02806,000000,Sub-District - Bhasma,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02807,000000,Sub-District - Dharuadihi,Total,8779,3685,349,1501,15,110,81,2525,57,6708,845,75,26,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02807,000000,Sub-District - Dharuadihi,Rural,8779,3685,349,1501,15,110,81,2525,57,6708,845,75,26,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02807,000000,Sub-District - Dharuadihi,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02808,000000,Sub-District - Sundargarh Town,Total,10801,8198,793,7973,543,904,293,7584,706,7944,5270,849,1128,686,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02808,000000,Sub-District - Sundargarh Town,Rural,822,423,31,311,25,21,33,408,1,644,153,25,15,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02808,000000,Sub-District - Sundargarh Town,Urban,9979,7775,762,7662,518,883,260,7176,705,7300,5117,824,1113,601,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02808,801815,Sundargarh (M),Urban,9979,7775,762,7662,518,883,260,7176,705,7300,5117,824,1113,601,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02809,000000,Sub-District - Sundargarh ,Total,18692,6619,958,4035,151,838,340,5759,221,13180,2505,214,170,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02809,000000,Sub-District - Sundargarh ,Rural,18692,6619,958,4035,151,838,340,5759,221,13180,2505,214,170,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02809,000000,Sub-District - Sundargarh ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02810,000000,Sub-District - Kinjirkela,Total,14371,4998,1378,1097,33,345,137,3353,108,10261,952,103,27,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02810,000000,Sub-District - Kinjirkela,Rural,14371,4998,1378,1097,33,345,137,3353,108,10261,952,103,27,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02810,000000,Sub-District - Kinjirkela,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02811,000000,Sub-District - Talasara,Total,19794,7406,1154,2104,91,370,426,4026,238,14125,1526,260,66,4417,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02811,000000,Sub-District - Talasara,Rural,19794,7406,1154,2104,91,370,426,4026,238,14125,1526,260,66,4417,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02811,000000,Sub-District - Talasara,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02812,000000,Sub-District - Baragaon,Total,18124,11222,1687,2505,117,285,340,5289,159,13383,1814,209,80,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02812,000000,Sub-District - Baragaon,Rural,18124,11222,1687,2505,117,285,340,5289,159,13383,1814,209,80,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02812,000000,Sub-District - Baragaon,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02813,000000,Sub-District - Kutra,Total,14639,8816,1167,1803,84,413,150,4765,123,10831,1352,184,71,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02813,000000,Sub-District - Kutra,Rural,14639,8816,1167,1803,84,413,150,4765,123,10831,1352,184,71,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02813,000000,Sub-District - Kutra,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,000000,Sub-District - Rajagangapur,Total,35295,23674,3425,13011,765,1311,710,16496,965,27745,6613,1067,1119,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,000000,Sub-District - Rajagangapur,Rural,21525,13580,1957,4069,257,441,198,7326,246,17405,2338,280,228,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,000000,Sub-District - Rajagangapur,Urban,13770,10094,1468,8942,508,870,512,9170,719,10340,4275,787,891,739,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,801816,Rajagangapur (M),Urban,10830,7879,894,7255,345,604,431,7569,444,8063,3098,584,569,582,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,801817,O.C.L. (ITS),Urban,733,708,341,656,93,172,15,541,153,396,507,118,216,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02814,384265,Panposh (CT),Urban,2207,1507,233,1031,70,94,66,1060,122,1881,670,85,106,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02815,000000,Sub-District - Raiboga,Total,9609,4136,575,752,34,366,165,2166,91,7156,570,88,23,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02815,000000,Sub-District - Raiboga,Rural,9609,4136,575,752,34,366,165,2166,91,7156,570,88,23,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02815,000000,Sub-District - Raiboga,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02816,000000,Sub-District - Biramitrapur,Total,20528,12488,2096,6067,231,665,345,7741,303,14715,3028,342,286,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02816,000000,Sub-District - Biramitrapur,Rural,11329,6379,1305,1170,18,297,122,3020,79,8776,887,63,24,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02816,000000,Sub-District - Biramitrapur,Urban,9199,6109,791,4897,213,368,223,4721,224,5939,2141,279,262,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02816,801818,Biramitrapur (M),Urban,7115,4323,449,3732,142,257,125,3482,124,4463,1454,171,158,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02816,384373,Kuanrmunda (CT) ,Urban,2084,1786,342,1165,71,111,98,1239,100,1476,687,108,104,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02817,000000,Sub-District - Hatibari,Total,13501,8026,1128,1187,42,422,197,2839,95,10265,884,116,35,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02817,000000,Sub-District - Hatibari,Rural,13501,8026,1128,1187,42,422,197,2839,95,10265,884,116,35,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02817,000000,Sub-District - Hatibari,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02818,000000,Sub-District - Bisra,Total,20314,12990,2339,2957,100,661,186,5725,213,16859,1889,127,105,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02818,000000,Sub-District - Bisra,Rural,20314,12990,2339,2957,100,661,186,5725,213,16859,1889,127,105,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02818,000000,Sub-District - Bisra,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02819,000000,Sub-District - Bondamunda,Total,2999,2143,361,1130,37,151,66,1381,52,2575,632,30,43,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02819,000000,Sub-District - Bondamunda,Rural,2999,2143,361,1130,37,151,66,1381,52,2575,632,30,43,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02819,000000,Sub-District - Bondamunda,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02820,000000,Sub-District - Brahmani Tarang,Total,11966,5389,1403,2154,58,331,125,3643,122,9014,1103,87,53,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02820,000000,Sub-District - Brahmani Tarang,Rural,11966,5389,1403,2154,58,331,125,3643,122,9014,1103,87,53,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02820,000000,Sub-District - Brahmani Tarang,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02821,000000,Sub-District - Raghunathapali,Total,5705,3441,643,2882,106,288,109,3030,139,4721,1641,139,184,538,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02821,000000,Sub-District - Raghunathapali,Rural,282,169,18,44,1,16,3,100,NA,231,29,1,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02821,000000,Sub-District - Raghunathapali,Urban,5423,3272,625,2838,105,272,106,2930,139,4490,1612,138,182,497,,,,,,,,,,,,,,,,,,,,,,,,,,,
